146	149	147
140	77	91
79	80	210
138	100	96
90	153	89
75	88	78
70	71	98
153	156	148
182	13	8
17	184	185
175	35	36
199	61	122
133	29	27
1	180	181
145	144	143
30	177	6
134	174	127
85	65	66
108	107	131
23	37	33
195	196	56
160	147	148
147	149	148
142	95	141
92	93	213
143	142	145
163	143	144
162	163	144
146	145	149
139	76	75
65	203	204
149	141	150
95	94	154
210	211	79
156	157	148
153	91	89
139	75	89
101	102	97
74	75	76
87	73	72
205	66	204
88	87	79
72	209	87
83	66	206
197	56	196
200	62	117
67	70	98
132	121	120
57	56	60
213	214	92
68	67	97
51	50	120
64	115	116
48	119	49
121	132	58
195	56	123
45	190	124
38	189	40
38	21	188
186	18	185
21	20	188
28	23	32
3	179	180
28	32	31
4	179	3
17	129	184
2	1	181
27	29	28
48	126	47
133	18	130
130	186	19
42	43	44
58	123	57
38	41	37
40	190	45
117	116	114
67	85	66
46	125	47
193	194	123
46	124	59
52	191	124
99	138	96
50	49	120
131	104	137
82	102	165
121	117	120
112	85	67
69	103	110
118	168	171
148	158	159
148	157	158
160	148	159
150	153	148
92	156	90
153	90	156
89	93	90
152	91	153
91	77	89
150	152	153
152	100	140
151	152	150
151	95	100
161	147	160
149	150	148
161	146	147
141	151	150
162	144	145
145	141	149
145	142	141
162	146	161
162	145	146
164	143	163
164	94	143
165	94	164
101	94	165
142	143	94
82	109	103
77	140	138
152	151	100
141	95	151
142	94	95
96	154	101
100	95	154
152	140	91
138	76	139
100	138	140
100	154	96
97	96	101
98	71	99
94	101	154
102	69	97
165	102	101
165	166	82
111	68	69
71	74	99
110	103	109
69	102	103
99	74	76
73	87	88
138	99	76
96	97	98
96	98	99
85	86	115
78	88	79
87	80	79
71	72	74
71	70	72
212	78	79
73	74	72
75	73	88
75	74	73
139	77	138
139	89	77
89	78	93
156	92	214
90	93	92
212	213	93
211	212	79
93	78	212
89	75	78
209	210	80
80	87	209
207	81	70
209	72	70
209	70	81
98	97	67
204	66	65
206	207	83
83	67	66
68	111	112
207	208	81
209	81	208
70	83	207
70	67	83
206	66	205
65	115	203
63	116	117
115	64	203
115	86	116
203	64	202
112	113	85
57	60	122
201	202	63
201	62	200
65	85	115
86	85	113
201	63	62
202	64	116
120	117	114
63	202	116
198	60	56
199	122	60
56	57	123
132	120	119
197	198	56
58	193	123
55	194	195
54	193	58
123	55	195
123	194	55
121	58	57
125	54	58
124	191	59
53	191	192
120	114	135
116	86	114
122	121	57
122	200	117
198	199	60
200	122	61
200	61	199
122	117	121
62	63	117
136	113	112
113	114	86
67	68	112
97	69	68
111	136	112
136	114	113
110	111	69
110	137	111
137	136	111
135	114	136
38	40	41
23	21	38
188	189	39
38	188	39
20	187	188
189	38	39
37	23	38
26	28	31
29	23	28
29	22	23
130	18	186
24	12	133
129	16	184
21	187	20
19	186	187
21	19	187
22	130	19
22	21	23
22	19	21
29	130	22
29	133	130
18	17	185
14	15	9
13	14	8
184	16	183
18	129	17
15	84	9
183	16	13
183	13	182
10	7	84
27	24	133
129	18	133
16	14	13
16	129	14
182	8	181
9	84	7
14	9	8
14	129	15
8	2	181
5	7	10
8	3	2
3	180	1
2	3	1
8	7	3
5	4	7
178	179	4
177	178	6
3	7	4
8	9	7
178	5	6
178	4	5
10	30	6
5	10	6
11	15	12
24	30	11
26	176	30
133	12	129
15	11	84
129	12	15
24	27	25
10	11	30
10	84	11
32	34	31
176	177	30
28	26	27
26	30	25
30	24	25
11	12	24
27	26	25
31	176	26
32	33	34
23	33	32
37	41	36
31	34	35
33	37	36
33	36	35
42	44	126
35	34	33
176	35	175
176	31	35
47	126	44
175	36	42
50	128	49
175	126	127
46	45	124
41	40	45
41	43	42
41	45	43
175	42	126
36	41	42
54	125	59
190	40	189
52	190	191
52	124	190
193	54	192
54	59	192
125	46	59
59	53	192
59	191	53
49	119	120
49	128	48
47	132	48
125	58	132
126	48	127
132	119	48
43	46	44
125	132	47
44	46	47
43	45	46
136	104	135
105	107	106
105	104	131
137	104	136
105	50	51
135	51	120
135	104	105
107	105	131
51	135	105
109	137	110
109	108	137
82	166	167
168	118	167
103	102	82
137	108	131
109	82	118
109	118	172
82	167	118
108	109	172
171	172	118
128	50	106
108	172	173
48	128	127
50	105	106
155	170	171
107	108	173
134	106	174
107	173	106
128	134	127
128	106	134
127	174	175
106	173	174
155	171	168
169	155	168
169	170	155
