Comune Codice Anno Popolazione TotaleCOM ResiduoCOM DifferenziataCOM TotalePC ResiduoPC DifferenziataPC CoeffDiff
Ceggia 390 2003 5287 1449600 415440 1034160 274.1819557 78.57764328 195.6043125 0.713410596
Chioggia 391 2003 51648 27638600 21226400 6412200 535.1339839 410.9820322 124.1519517 0.232001621
CintoCaomaggiore 392 2003 3217 1323420 956765 366655 411.3832763 297.4090768 113.9741996 0.277051125
Cona 393 2003 3251 1172370 463200 709170 360.6182713 142.4792372 218.1390341 0.604902889
ConcordiaSagittaria 394 2003 10631 4921480 3867630 1053850 462.9366946 363.8067915 99.12990311 0.214132741
Dolo 395 2003 14554 7596540 4201800 3394740 521.9554762 288.7041363 233.2513398 0.446879764
Eraclea 396 2003 12661 7234630 5306190 1928440 571.4106311 419.0972277 152.3134034 0.266556825
Fiessod'Artico 397 2003 6349 2243620 978580 1265040 353.3816349 154.1313593 199.2502756 0.563838796
FossaltadiPiave 398 2003 4186 1450580 478000 972580 346.5312948 114.1901577 232.3411371 0.670476637
FossaltadiPortogruaro 399 2003 5889 2686180 1641200 1044980 456.1351673 278.6890813 177.4460859 0.38902084
Fossò 400 2003 6011 2203300 863320 1339980 366.5446681 143.6233572 222.9213109 0.608169564
Gruaro 401 2003 2702 1367210 900338 466872 505.9992598 333.211695 172.7875648 0.3414779
Jesolo 402 2003 23465 34101000 25985800 8115200 1453.270829 1107.428084 345.8427445 0.237975426
Marcon 403 2003 12552 6406540 4472420 1934120 510.3999363 356.3113448 154.0885915 0.301897748
Martellago 404 2003 19721 9609780 5042420 4567360 487.2866488 255.6878454 231.5988033 0.475282473
Meolo 405 2003 6271 3729420 1919720 1809700 594.7089778 306.1266146 288.5823633 0.485249717
Mira 406 2003 36364 19139400 11866400 7273000 526.3282367 326.3227368 200.0054999 0.380001463
Mirano 407 2003 26150 13638700 8870180 4768520 521.5564054 339.2038241 182.3525813 0.349631563
MusilediPiave 408 2003 10412 4146110 1582400 2563710 398.2049558 151.9784864 246.2264695 0.618341047
Noale 409 2003 15135 7375390 4439520 2935870 487.3069045 293.3280476 193.978857 0.398063018
NoventadiPiave 410 2003 6160 2653640 1015580 1638060 430.7857143 164.8668831 265.9188312 0.617287952
Pianiga 411 2003 9461 3743700 1420000 2323700 395.6981292 150.0898425 245.6082867 0.620696103
Portogruaro 412 2003 24902 12243700 9303560 2940140 491.6753674 373.6069392 118.0684282 0.240134927
Pramaggiore 413 2003 4228 1521450 930544 590906 359.8509934 220.0908231 139.7601703 0.38838345
Quartod'Altino 414 2003 7553 4362840 3003620 1359220 577.6300808 397.672448 179.9576327 0.311544774
Salzano 415 2003 11772 3103430 1153300 1950130 263.6281006 97.96975875 165.6583418 0.628378923
SanDonàdiPiave 416 2003 36887 18613900 11829600 6784300 504.6195136 320.698349 183.9211646 0.364474935
SanMichelealTagliamento 417 2003 11783 21068000 12746400 8321600 1787.999661 1081.76186 706.2378002 0.394987659
SantaMariadiSala 418 2003 14497 7196250 4960360 2235890 496.395806 342.1645858 154.2312203 0.310702102
SantoStinodiLivenza 419 2003 12146 5406490 3758280 1648210 445.1251441 309.4253252 135.6998189 0.30485768
Scorzè 420 2003 18097 8258140 4379480 3878660 456.3264629 242.0003315 214.3261314 0.469677191
Spinea 421 2003 24536 11606300 6409890 5196410 473.031464 261.2442941 211.7871699 0.447723219
Stra 422 2003 7202 2357890 901440 1456450 327.3937795 125.1652319 202.2285476 0.617692089
TeglioVeneto 423 2003 2017 1267070 939155 327915 628.1953396 465.6197323 162.5756073 0.258797856
TorrediMosto 424 2003 4450 2467960 1420250 1047710 554.5977528 319.1573034 235.4404494 0.424524709
Venezia 425 2003 271663 187780000 156487000 31293000 691.2240533 576.0335416 115.1905118 0.16664714
Vigonovo 426 2003 8506 3518870 1732660 1786210 413.6926875 203.6985657 209.9941218 0.507608977
Cavallino-Treporti 581 2003 12176 13894200 9069730 4824470 1141.113666 744.885841 396.2278252 0.34722906
AnnoneVeneto 384 2004 3733 1707410 1105010 602400 457.382802 296.011251 161.371551 0.352815082
CampagnaLupia 385 2004 6556 2381430 1059480 1321950 363.2443563 161.604637 201.6397193 0.555107645
CampolongoMaggiore 386 2004 9475 3165460 1403900 1761560 334.0854881 148.1688654 185.9166227 0.556494159
Camponogara 387 2004 11756 4362630 1978060 2384570 371.0981626 168.2596121 202.8385505 0.546590016
Caorle 388 2004 11801 15589600 12070200 3519400 1321.04059 1022.811626 298.2289636 0.225753066
Cavarzere 389 2004 15375 6463730 2435680 4028050 420.4052033 158.4182114 261.9869919 0.623177329
Ceggia 390 2004 5409 1579090 458400 1120690 291.9375116 84.74764282 207.1898687 0.709706223
Chioggia 391 2004 51336 31132000 22677300 8454700 606.4360293 441.7426367 164.6933926 0.27157587
CintoCaomaggiore 392 2004 3226 1311120 886313 424807 406.4228146 274.7405456 131.6822691 0.324003142
Cona 393 2004 3252 1364160 482120 882040 419.4833948 148.2533825 271.2300123 0.646581046
ConcordiaSagittaria 394 2004 10667 5156870 3969680 1187190 483.441455 372.1458704 111.2955845 0.230215227
Dolo 395 2004 14580 8360930 4429770 3931160 573.451989 303.8251029 269.6268861 0.470182145
Eraclea 396 2004 12695 7788560 5712950 2075610 613.5139819 450.0157542 163.4982276 0.266494705
Fiessod'Artico 397 2004 6586 2519270 1039180 1480090 382.5189797 157.7862132 224.7327665 0.587507492
FossaltadiPiave 398 2004 4227 1629170 530630 1098540 385.4199196 125.5334753 259.8864443 0.674294273
FossaltadiPortogruaro 399 2004 5962 3144240 1981590 1162650 527.3800738 332.3700101 195.0100637 0.369771391
Fossò 400 2004 6126 2558670 973900 1584770 417.6738492 158.978126 258.6957231 0.619372565
Gruaro 401 2004 2727 1509310 990094 519216 553.4690136 363.0707737 190.3982398 0.344008852
Jesolo 402 2004 23575 34639700 25504800 9134900 1469.340403 1081.8579 387.4825027 0.263711868
Marcon 403 2004 12904 7968420 5017840 2950580 617.5154991 388.8592684 228.6562306 0.370284197
Martellago 404 2004 19824 10598900 5603970 4994930 534.6499193 282.686138 251.9637813 0.471268717
Meolo 405 2004 6415 3003410 1541300 1462110 468.1855027 240.2650039 227.9204988 0.486816652
Mira 406 2004 37672 20889400 12842100 8047300 554.5073264 340.89244 213.6148864 0.385233659
Mirano 407 2004 26123 15036300 9837370 5198930 575.5962179 376.5788769 199.017341 0.345758598
MusilediPiave 408 2004 10605 4519860 1661280 2858580 426.2008487 156.6506365 269.5502122 0.632448793
Noale 409 2004 15222 7634360 4823440 2810920 501.5346209 316.8729471 184.6616739 0.368193274
NoventadiPiave 410 2004 6191 3060040 1126700 1933340 494.2723308 181.9899855 312.2823453 0.631802199
Pianiga 411 2004 9707 4084150 1542360 2541790 420.742763 158.8915216 261.8512414 0.622354713
Portogruaro 412 2004 25158 13008700 9710910 3297790 517.0800541 385.9968996 131.0831545 0.253506499
Pramaggiore 413 2004 4354 1855100 1150990 704110 426.0679835 264.3523197 161.7156638 0.379553663
Quartod'Altino 414 2004 7606 4805070 2862100 1942970 631.7473048 376.2950302 255.4522745 0.404358313
Salzano 415 2004 11775 3456910 1326500 2130410 293.5804671 112.6539278 180.9265393 0.616275807
SanDonàdiPiave 416 2004 38072 20340800 11493800 8847000 534.2719059 301.8964068 232.3754991 0.434938645
SanMichelealTagliamento 417 2004 11779 18598600 12801800 5796800 1578.96256 1086.832499 492.130062 0.311679374
SantaMariadiSala 418 2004 15264 8137550 5566130 2571420 533.120414 364.6573637 168.4630503 0.315994372
SantoStinodiLivenza 419 2004 12297 5888580 3794310 2094270 478.8631374 308.5557453 170.307392 0.35564941
Scorzè 420 2004 18550 8995450 4806740 4188710 484.9299191 259.1234501 225.806469 0.465647633
Spinea 421 2004 24603 12436600 6963950 5472650 505.4912003 283.0528797 222.4383205 0.440043903
Stra 422 2004 7247 2791280 1027750 1763530 385.1635159 141.8173037 243.3462122 0.631799748
TeglioVeneto 423 2004 2093 1294480 887003 407477 618.4806498 423.7950311 194.6856187 0.314780452
TorrediMosto 424 2004 4516 2575700 1320280 1255420 570.3498671 292.3560673 277.9937998 0.487409248
Venezia 425 2004 271251 191564000 158983000 32581000 706.2241245 586.1102816 120.1138429 0.170078929
Vigonovo 426 2004 8766 3690880 1870260 1820620 421.0449464 213.3538672 207.6910792 0.493275316
Cavallino-Treporti 581 2004 12360 14004400 9585220 4419180 1133.042071 775.5032362 357.538835 0.315556539
AnnoneVeneto 384 2005 3791 1717320 1143800 573520 452.9992087 301.7145872 151.2846215 0.33396222
CampagnaLupia 385 2005 6703 2578700 985640 1593060 384.7083395 147.0446069 237.6637327 0.617776399
CampolongoMaggiore 386 2005 9627 3537150 1617650 1919500 367.4197569 168.0326166 199.3871403 0.542668533
Camponogara 387 2005 11938 4374860 1845260 2529600 366.4650695 154.5702798 211.8947897 0.578212789
Caorle 388 2005 11896 15835900 11968500 3867400 1331.19536 1006.094486 325.1008742 0.244217253
Cavarzere 389 2005 15270 5969420 2468920 3500500 390.9246889 161.6843484 229.2403405 0.586405379
Ceggia 390 2005 5506 1641700 465800 1175900 298.1656375 84.59861969 213.5670178 0.71626972
Chioggia 391 2005 51085 29589100 19811700 9777400 579.2130762 387.818342 191.3947343 0.33043925
CintoCaomaggiore 392 2005 3264 1068920 499865 569055 327.4877451 153.1449142 174.3428309 0.532364443
Cona 393 2005 3253 1349740 422880 926860 414.9216108 129.9969259 284.9246849 0.686695215
ConcordiaSagittaria 394 2005 10706 5324670 4035150 1289520 497.3538203 376.9054736 120.4483467 0.242178389
Dolo 395 2005 14671 8397250 4389510 4007740 572.3706632 299.1963738 273.1742894 0.477268153
Eraclea 396 2005 12679 6995090 3767300 3227790 551.7067592 297.1291111 254.5776481 0.461436522
Fiessod'Artico 397 2005 6655 2619920 1072170 1547750 393.6769346 161.107438 232.5694966 0.590762313
FossaltadiPiave 398 2005 4238 1699100 498360 1200740 400.9202454 117.5932043 283.3270411 0.706691778
FossaltadiPortogruaro 399 2005 5943 3166880 1889610 1277270 532.875652 317.955578 214.920074 0.40332125
Fossò 400 2005 6247 2852720 1059680 1793040 456.6543941 169.6302225 287.0241716 0.628536975
Gruaro 401 2005 2744 1508160 975811 532349 549.6209913 355.6162536 194.0047376 0.352979127
Jesolo 402 2005 23766 29557900 22182700 7375200 1243.705293 933.3796179 310.3256753 0.24951705
Marcon 403 2005 13219 9050420 5476100 3574320 684.6523943 414.2597776 270.3926167 0.394934158
Martellago 404 2005 20014 10497400 5423580 5073820 524.502848 270.9893075 253.5135405 0.483340637
Meolo 405 2005 6366 2973460 1514100 1459360 467.0845115 237.8416588 229.2428527 0.490795235
Mira 406 2005 37723 20896400 13025800 7870600 553.9432177 345.3012751 208.6419426 0.376648609
Mirano 407 2005 26236 15216700 9635130 5581570 579.9931392 367.2484373 212.7447019 0.366805549
MusilediPiave 408 2005 10797 4583240 1522300 3060940 424.4919885 140.9928684 283.4991201 0.667855055
Noale 409 2005 15256 7991820 4838380 3153440 523.8476665 317.1460409 206.7016256 0.394583462
NoventadiPiave 410 2005 6224 2942220 857100 2085120 472.7217224 137.7088689 335.0128535 0.708689357
Pianiga 411 2005 10199 4010510 1215040 2795470 393.2258065 119.1332484 274.0925581 0.697036038
Portogruaro 412 2005 24992 13121000 9760450 3360550 525.0080026 390.5429738 134.4650288 0.25611996
Pramaggiore 413 2005 4437 1963400 1225870 737530 442.5061979 276.2835249 166.222673 0.375639197
Quartod'Altino 414 2005 7613 4790970 2847560 1943410 629.3143308 374.0391436 255.2751872 0.405640194
Salzano 415 2005 11828 3845820 1440490 2405330 325.1454177 121.786439 203.3589787 0.625440088
SanDonàdiPiave 416 2005 38614 19382900 7522990 11859910 501.9656083 194.8254519 307.1401564 0.6118749
SanMichelealTagliamento 417 2005 11771 18701500 13021400 5680100 1588.777504 1106.227168 482.5503356 0.3037243
SantaMariadiSala 418 2005 15779 8679160 5643240 3035920 550.0449965 357.6424361 192.4025604 0.34979422
SantoStinodiLivenza 419 2005 12502 6101770 3936420 2165350 488.0635098 314.8632219 173.200288 0.354872439
Scorzè 420 2005 18689 9483060 5132310 4350750 507.4139868 274.6166194 232.7973674 0.458791782
Spinea 421 2005 24798 12542900 6954430 5588470 505.8028873 280.4431809 225.3597064 0.445548478
Stra 422 2005 7332 2820720 1087220 1733500 384.7135843 148.2842335 236.4293508 0.614559403
TeglioVeneto 423 2005 2145 1176090 805548 370542 548.2937063 375.5468531 172.7468531 0.315062623
TorrediMosto 424 2005 4505 3025820 1429140 1596680 671.6581576 317.2341842 354.4239734 0.527685057
Venezia 425 2005 269780 193002000 156227000 36775000 715.4051449 579.0903699 136.314775 0.190542067
Vigonovo 426 2005 8971 3862390 1855000 2007390 430.5417456 206.7773938 223.7643518 0.519727423
Cavallino-Treporti 581 2005 12554 14734900 9360720 5374180 1173.721523 745.6364505 428.0850725 0.364724565
AnnoneVeneto 384 2006 3826 1767440 1190400 577040 461.9550444 311.134344 150.8207005 0.326483502
CampagnaLupia 385 2006 6789 2774660 1099940 1674720 408.6993666 162.0179702 246.6813964 0.603576654
CampolongoMaggiore 386 2006 9764 3774020 1658800 2115220 386.5239656 169.8893896 216.634576 0.560468678
Camponogara 387 2006 12182 4293970 1921980 2371990 352.4848137 157.7721228 194.7126909 0.552400226
Caorle 388 2006 11919 15697500 12568600 3128900 1317.01485 1054.501217 262.5136337 0.199324733
Cavarzere 389 2006 15198 6064960 2497250 3567710 399.0630346 164.3143835 234.7486511 0.588249552
Ceggia 390 2006 5678 1811440 381230 1430210 319.0278267 67.14159915 251.8862275 0.789543126
Chioggia 391 2006 50888 28959800 18521600 10438200 569.0889797 363.9679296 205.1210501 0.360437572
CintoCaomaggiore 392 2006 3231 943201 218314 724887 291.9223151 67.56855463 224.3537604 0.768539262
Cona 393 2006 3235 1397540 480700 916840 432.0061824 148.5935085 283.4126739 0.656038468
ConcordiaSagittaria 394 2006 10703 5457060 4017370 1439690 509.8626553 375.3499019 134.5127534 0.263821545
Dolo 395 2006 14644 8621290 4527850 4093440 588.7250751 309.1948921 279.530183 0.474805975
Eraclea 396 2006 12689 6951770 3004070 3947700 547.8579872 236.7460005 311.1119868 0.567869766
Fiessod'Artico 397 2006 6740 2573020 1113110 1459910 381.7537092 165.1498516 216.6038576 0.567391625
FossaltadiPiave 398 2006 4238 1781140 539760 1241380 420.2784332 127.3619632 292.91647 0.696958128
FossaltadiPortogruaro 399 2006 5927 3286320 1944940 1341380 554.466003 328.149148 226.3168551 0.408170842
Fossò 400 2006 6343 2821820 1124460 1697360 444.8715119 177.275737 267.5957749 0.601512499
Gruaro 401 2006 2756 1400780 817017 583763 508.2656023 296.4502903 211.815312 0.416741387
Jesolo 402 2006 23943 33931100 24330700 9600400 1417.161592 1016.192624 400.968968 0.282938072
Marcon 403 2006 13726 9492370 5679920 3812450 691.5612706 413.8073729 277.7538977 0.401633101
Martellago 404 2006 20290 10999700 5704440 5295260 542.1241991 281.1453918 260.9788073 0.481400402
Meolo 405 2006 6419 3101910 1584300 1517610 483.2388222 246.8141455 236.4246767 0.489250172
Mira 406 2006 37951 21946500 13348000 8598500 578.2851572 351.7166873 226.5684699 0.39179368
Mirano 407 2006 26244 15484500 9923810 5560690 590.0205761 378.1363359 211.8842402 0.359113307
MusilediPiave 408 2006 10891 4700390 1460000 3240390 431.5847948 134.0556423 297.5291525 0.689387476
Noale 409 2006 15281 8559810 4824920 3734890 560.1603298 315.7463517 244.4139781 0.43632861
NoventadiPiave 410 2006 6299 3099230 914590 2184640 492.0193682 145.1960629 346.8233053 0.704897668
Pianiga 411 2006 10761 4215610 1247600 2968010 391.7489081 115.9371806 275.8117275 0.70405232
Portogruaro 412 2006 25121 13293900 9228050 4065850 529.1946977 367.3440548 161.8506429 0.305843282
Pramaggiore 413 2006 4470 1689960 728252 961708 378.0671141 162.9199105 215.1472036 0.569071457
Quartod'Altino 414 2006 7655 4973150 2859400 2113750 649.6603527 373.5336381 276.1267146 0.425032424
Salzano 415 2006 11988 3673110 1438750 2234360 306.3988989 120.0158492 186.3830497 0.608301957
SanDonàdiPiave 416 2006 39312 19752700 6544240 13208460 502.4598087 166.4692715 335.9905372 0.668691369
SanMichelealTagliamento 417 2006 11848 19266500 13218300 6048200 1626.139433 1115.656651 510.4827819 0.313923131
SantaMariadiSala 418 2006 16164 9134530 5823090 3311440 565.1156892 360.2505568 204.8651324 0.362518925
SantoStinodiLivenza 419 2006 12592 6136040 4165180 1970860 487.2966963 330.7798602 156.5168361 0.321194125
Scorzè 420 2006 18834 9754360 5506390 4247970 517.9122863 292.3643411 225.5479452 0.435494487
Spinea 421 2006 25113 12965100 7364720 5600380 516.2704575 293.2632501 223.0072074 0.431958103
Stra 422 2006 7399 2852880 1143050 1709830 385.5764292 154.4870929 231.0893364 0.599334707
TeglioVeneto 423 2006 2215 798838 302014 496824 360.6492099 136.3494357 224.2997743 0.621933358
TorrediMosto 424 2006 4557 1740550 560370 1180180 381.9508449 122.9690586 258.9817863 0.678050042
Venezia 425 2006 268934 203922000 155055000 48867000 758.260391 576.5540988 181.7062923 0.239635743
Vigonovo 426 2006 9165 4162450 2028740 2133710 454.1680306 221.3573377 232.8106929 0.51260916
Cavallino-Treporti 581 2006 12674 18172600 12393700 5778900 1433.848824 977.8838567 455.9649677 0.318000726
AnnoneVeneto 384 2007 3936 1820420 1131500 688920 462.5050813 287.4745935 175.0304878 0.37844014
CampagnaLupia 385 2007 6862 2749660 1085760 1663900 400.7082483 158.2279219 242.4803264 0.605129361
CampolongoMaggiore 386 2007 9968 3655220 1550190 2105030 366.6954254 155.5166533 211.1787721 0.575896936
Camponogara 387 2007 12356 4210120 1821480 2388640 340.7348657 147.4166397 193.318226 0.56735675
Caorle 388 2007 11931 16167300 12100600 4066700 1355.066633 1014.21507 340.8515632 0.2515386
Cavarzere 389 2007 15062 6071240 2356880 3714360 403.0832559 156.4785553 246.6047006 0.611795943
Ceggia 390 2007 5898 1976650 393100 1583550 335.1390302 66.64971177 268.4893184 0.801128171
Chioggia 391 2007 50862 29128700 17997300 11131400 572.700641 353.8457001 218.8549408 0.382145444
CintoCaomaggiore 392 2007 3247 1003400 241925 761475 309.0237142 74.50723745 234.5164767 0.758894758
Cona 393 2007 3218 1356010 468590 887420 421.3828465 145.615289 275.7675575 0.654434702
ConcordiaSagittaria 394 2007 10775 4156580 1245140 2911440 385.7614849 115.5582367 270.2032483 0.700441228
Dolo 395 2007 14790 8500670 4382000 4118670 574.7579446 296.2812711 278.4766734 0.484511221
Eraclea 396 2007 12742 7325840 2980490 4345350 574.9364307 233.9106891 341.0257416 0.593153823
Fiessod'Artico 397 2007 6994 2737590 1136560 1601030 391.4197884 162.5050043 228.9147841 0.584831914
FossaltadiPiave 398 2007 4228 1859220 592580 1266640 439.7398297 140.1561022 299.5837275 0.681274943
FossaltadiPortogruaro 399 2007 6000 3426680 1860740 1565940 571.1133333 310.1233333 260.99 0.456984603
Fossò 400 2007 6529 2808010 1105170 1702840 430.0827079 169.270945 260.8117629 0.606422342
Gruaro 401 2007 2743 1127170 263670 863500 410.9259934 96.12468101 314.8013124 0.766077876
Jesolo 402 2007 24449 32957100 23050200 9906900 1347.993783 942.7870261 405.2067569 0.300599871
Marcon 403 2007 14327 9670870 5673000 3997870 675.0101208 395.9656592 279.0444615 0.413393004
Martellago 404 2007 20690 10431300 5451120 4980180 504.1710971 263.4664089 240.7046883 0.477426591
Meolo 405 2007 6439 3224240 1620700 1603540 500.7361392 251.7005746 249.0355645 0.497338908
Mira 406 2007 38434 21302500 13136500 8166000 554.2618515 341.7937243 212.4681272 0.383335289
Mirano 407 2007 26363 15403800 9711940 5691860 584.2961727 368.3928233 215.9033494 0.369510121
MusilediPiave 408 2007 11102 4710990 1516970 3194020 424.3370564 136.6393443 287.6977121 0.677993373
Noale 409 2007 15521 8333650 4793940 3539710 536.9273887 308.8679853 228.0594034 0.42474906
NoventadiPiave 410 2007 6420 3328800 1001270 2327530 518.5046729 155.9610592 362.5436137 0.699209925
Pianiga 411 2007 11204 4371510 1247900 3123610 390.174045 111.3798643 278.7941806 0.714537997
Portogruaro 412 2007 25198 13636900 8549930 5086970 541.189777 339.3098659 201.8799111 0.373029794
Pramaggiore 413 2007 4557 1695600 399940 1295660 372.0868993 87.76387975 284.3230195 0.764130691
Quartod'Altino 414 2007 7807 5042370 2889050 2153320 645.8780582 370.0589215 275.8191367 0.427045219
Salzano 415 2007 12234 3734470 1480150 2254320 305.2533922 120.9865947 184.2667974 0.603651924
SanDonàdiPiave 416 2007 40014 20371200 6609240 13761960 509.1018144 165.1731894 343.928625 0.675559614
SanMichelealTagliamento 417 2007 11894 20409200 13554400 6854800 1715.923995 1139.599798 576.3241971 0.335868138
SantaMariadiSala 418 2007 16661 9387650 5878620 3509030 563.4505732 352.8371646 210.6134086 0.373792163
SantoStinodiLivenza 419 2007 12801 5180660 2161600 3019060 404.7074447 168.8618077 235.8456371 0.582755865
Scorzè 420 2007 18916 9994730 5544070 4450660 528.374392 293.0889194 235.2854726 0.445300673
Spinea 421 2007 25618 12502700 7015860 5486840 488.0435631 273.8644703 214.1790928 0.438852408
Stra 422 2007 7550 2819940 1090560 1729380 373.5019868 144.4450331 229.0569536 0.613268367
TeglioVeneto 423 2007 2286 717892 186300 531592 314.0384952 81.49606299 232.5424322 0.740490213
TorrediMosto 424 2007 4657 1764410 498160 1266250 378.8726648 106.9701525 271.9025123 0.717661995
Venezia 425 2007 268993 208643000 151654000 56989000 775.6447194 563.7841877 211.8605317 0.273141203
Vigonovo 426 2007 9440 4099970 1984960 2115010 434.3188559 210.2711864 224.0476695 0.515859872
Cavallino-Treporti 581 2007 12890 18738500 12604300 6134200 1453.723817 977.8355314 475.8882855 0.327358113
AnnoneVeneto 384 2008 3946 1315810 331390 984420 333.4541308 83.98124683 249.4728839 0.748147529
CampagnaLupia 385 2008 6909 2873300 1022800 1850500 415.8778405 148.03879 267.8390505 0.644032993
CampolongoMaggiore 386 2008 10108 3883270 1547110 2336160 384.1778789 153.0579739 231.119905 0.601596078
Camponogara 387 2008 12597 4516720 1880620 2636100 358.5552116 149.2911011 209.2641105 0.583631485
Caorle 388 2008 11987 18086700 12241400 5845300 1508.859598 1021.222992 487.6366063 0.323182228
Cavarzere 389 2008 15005 6115390 2301500 3813890 407.5568144 153.3822059 254.1746085 0.623654419
Ceggia 390 2008 6088 2210130 435110 1775020 363.0305519 71.47010512 291.5604468 0.803129228
Chioggia 391 2008 50911 27717700 15379800 12337900 544.4344051 302.0918858 242.3425193 0.445127121
CintoCaomaggiore 392 2008 3281 1134820 259655 875165 345.8762572 79.13898202 266.7372752 0.771192788
Cona 393 2008 3214 1412690 473820 938870 439.542626 147.423771 292.118855 0.664597329
ConcordiaSagittaria 394 2008 10759 4389270 1082680 3306590 407.9626359 100.6301701 307.3324658 0.753334837
Dolo 395 2008 15001 8834090 4459240 4374850 588.9000733 297.2628491 291.6372242 0.495223617
Eraclea 396 2008 12789 7725470 3053200 4672270 604.0714677 238.7364141 365.3350536 0.604787799
Fiessod'Artico 397 2008 7263 2916530 1175140 1741390 401.5599614 161.798155 239.7618064 0.597075977
FossaltadiPiave 398 2008 4282 1910730 580300 1330430 446.2237272 135.5207847 310.7029426 0.696294087
FossaltadiPortogruaro 399 2008 6024 3141700 836815 2304885 521.5305445 138.9135126 382.6170319 0.733642614
Fossò 400 2008 6631 3084160 1178580 1905580 465.1123511 177.7378978 287.3744533 0.617860293
Gruaro 401 2008 2786 1164730 264915 899815 418.0653266 95.0879397 322.9773869 0.772552437
Jesolo 402 2008 24875 33705200 22414700 11290500 1354.982915 901.0934673 453.8894472 0.334977986
Marcon 403 2008 14856 9684680 4887200 4797480 651.903608 328.9714593 322.9321486 0.495367942
Martellago 404 2008 21032 10971700 5506220 5465480 521.6669836 261.802016 259.8649677 0.498143405
Meolo 405 2008 6442 3442700 1653220 1789480 534.414778 256.6314809 277.7832971 0.5197897
Mira 406 2008 38788 21242100 12675100 8567000 547.6461792 326.7789007 220.8672785 0.403302875
Mirano 407 2008 26667 15705100 9456380 6248720 588.9338883 354.6098174 234.3240709 0.397878396
MusilediPiave 408 2008 11395 4814660 1488780 3325880 422.523914 130.6520404 291.8718736 0.690781904
Noale 409 2008 15719 8666400 4842600 3823800 551.332782 308.0730326 243.2597493 0.441221268
NoventadiPiave 410 2008 6599 3542540 1020240 2522300 536.8298227 154.6052432 382.2245795 0.712003252
Pianiga 411 2008 11554 4638500 1250680 3387820 401.4626969 108.2464947 293.2162022 0.730369732
Portogruaro 412 2008 25359 13404100 7012190 6391910 528.5736819 276.5168185 252.0568634 0.476862303
Pramaggiore 413 2008 4670 1749550 423820 1325730 374.6359743 90.75374732 283.882227 0.757754851
Quartod'Altino 414 2008 8007 5601220 2665440 2935780 699.5404021 332.8887224 366.6516798 0.524132243
Salzano 415 2008 12441 4030550 1610950 2419600 323.9731533 129.4871795 194.4859738 0.600315093
SanDonàdiPiave 416 2008 40735 21061300 6515290 14546010 517.0320363 159.943292 357.0887443 0.690651099
SanMichelealTagliamento 417 2008 11938 20355200 9677270 10677930 1705.076227 810.6274083 894.4488189 0.52457996
SantaMariadiSala 418 2008 17071 9814100 5934200 3879900 574.8989514 347.6187687 227.2801828 0.395339359
SantoStinodiLivenza 419 2008 13006 4891980 1224820 3667160 376.1325542 94.1734584 281.9590958 0.74962694
Scorzè 420 2008 19011 10105300 5315780 4789520 531.5501552 279.6160118 251.9341434 0.473961189
Spinea 421 2008 26268 12794300 7016310 5777990 487.0679153 267.1048424 219.9630729 0.451606575
Stra 422 2008 7656 2972930 1125070 1847860 388.3137409 146.9527168 241.361024 0.621561893
TeglioVeneto 423 2008 2276 789103 196277 592826 346.7060633 86.23769772 260.4683656 0.751265678
TorrediMosto 424 2008 4703 1913520 548340 1365180 406.8722092 116.5936636 290.2785456 0.713439107
Venezia 425 2008 270098 206747000 141468000 65279000 765.451799 523.7654481 241.6863509 0.315743397
Vigonovo 426 2008 9752 4307540 2049340 2258200 441.7083675 210.1456112 231.5627564 0.524243536
Cavallino-Treporti 581 2008 13288 17982500 12749600 5232900 1353.288682 959.4822396 393.8064419 0.290999583
AnnoneVeneto 384 2009 3961 1443920 374800 1069120 364.5342085 94.62257006 269.9116385 0.740428833
CampagnaLupia 385 2009 6983 2826990 1063400 1763590 404.8388945 152.2841186 252.5547759 0.623840198
CampolongoMaggiore 386 2009 10177 3846790 1488780 2358010 377.9886017 146.2886902 231.6999116 0.612981213
Camponogara 387 2009 12736 4445770 1786890 2658880 349.0711369 140.3022927 208.7688442 0.598069626
Caorle 388 2009 12016 15759100 9153800 6605300 1311.509654 761.8009321 549.7087217 0.419141956
Cavarzere 389 2009 14983 6248760 2191430 4057330 417.0566642 146.2610959 270.7955683 0.649301621
Ceggia 390 2009 6201 2297740 444400 1853340 370.5434607 71.66586035 298.8776004 0.806592565
Chioggia 391 2009 50772 28490900 15411900 13079000 561.1537856 303.5511699 257.6026156 0.459058857
CintoCaomaggiore 392 2009 3299 1079060 254440 824620 327.0869961 77.12640194 249.9605941 0.764202176
Cona 393 2009 3215 1382190 384280 997910 429.9191291 119.5272162 310.3919129 0.721977442
ConcordiaSagittaria 394 2009 10684 4417710 1208720 3208990 413.4883939 113.1336578 300.3547361 0.726392181
Dolo 395 2009 15078 8530490 4109240 4421250 565.7573949 272.5321661 293.2252288 0.51828793
Eraclea 396 2009 12844 7250940 2720320 4530620 564.5390844 211.796948 352.7421364 0.624832091
Fiessod'Artico 397 2009 7505 2830140 1021400 1808740 377.1005996 136.095936 241.0046636 0.639099126
FossaltadiPiave 398 2009 4247 1817860 520550 1297310 428.0339063 122.5688721 305.4650341 0.713646815
