IDcov Alb Comp
1	3	12
2	0	1
3	0	0
4	0	8
5	1	2
6	48	242
7	0	0
8	1	0
9	0	1
10	0	0
11	9	1565
12	3	0
13	2	6
14	42	93
15	8	111
16	2	2
17	2	3
18	11	17
19	0	0
20	0	0
21	2	0
22	15	30
23	6	18
24	0	4
25	2	2
26	2	95
27	2	0
28	2	4
29	0	1
30	11	167
31	1	8
32	0	1
33	1	35
34	5	3
35	3	10
36	48	211
37	0	2
38	2	4
39	1	1
40	4	5
41	0	0
42	0	0
43	41	211
44	3	7
45	98	425
46	0	3
47	0	7
48	0	1
49	1	0
50	0	3
51	0	5
52	4	54
53	3	1
54	4	8
55	3	2
56	1	0
57	1	17
58	2	12
59	46	182
60	1	3
61	0	0
62	0	18
63	0	2
64	1	1
65	1	3
66	0	0
67	4	36
68	0	9
69	7	15
70	1	3
71	6	2
72	2	0
73	3	7
74	1	24
75	0	0
76	8	8
77	3	15
78	4	104
79	20	153
80	2	1
81	4	16
82	4	27
83	2	16
84	0	7
85	0	0
86	33	124
87	2	2
88	1	3
89	10	49
90	1	35
91	63	304
92	0	1
93	2	1
94	1	1
95	1	6
96	13	11
97	2	1
98	0	0
99	0	3
100	1	0
101	0	0
102	6	2
103	2	0
104	4	11
105	5	2
106	4	2
107	27	700
108	0	0
109	0	3
110	11	20
111	2	0
112	1	3
113	0	3
114	0	0
115	1	1
116	2	0
117	0	0
118	0	0
119	0	1
120	0	1
121	1	2
122	2	0
123	0	1
124	1	2
125	1	1
126	0	2
127	2	1
128	0	1
129	5	2
130	1	0
131	5	29
132	3	1
133	2	5
134	3	0
135	4	1
136	1	1
137	6	162
138	1	7
139	5	2
140	3	1125
141	0	7
142	0	0
143	1	1
144	3	0
145	2	1
146	1	3
147	0	0
148	2	2
149	0	5
150	2	4
151	0	2
152	2	45
153	2	5
154	1	0
155	5	11
156	0	6
157	0	4
158	1	4
159	7	13
160	0	0
161	1	0
162	1	4
163	0	1
164	0	2
165	1	2
166	1	1
167	0	1
168	2	1
169	0	0
170	1	0
171	0	0
172	2	3
173	0	0
174	0	0
175	0	0
176	0	2
177	0	0
178	1	3
179	2	2
180	0	1
181	0	10
182	19	65
183	21	975
184	2	5
185	2	1
186	0	2
187	0	25
188	0	0
189	3	3
190	0	1
191	1	4
192	2	0
193	1	1
194	2	0
195	0	3
196	0	2
197	1	0
198	11	29
199	3	6
200	2	1
201	0	2
202	4	9
203	5	3
204	8	224
205	1	5
206	1	4
207	3	3
208	3	2
209	1	0
210	3	4
211	0	1
212	1	2
213	22	86
214	0	6
215	1	9
216	1	0
217	0	0
218	0	3
219	1	2
220	4	82
221	2	13
222	23	224
223	1	21
224	43	619
225	11	37
226	9	105
227	5	172
228	0	0
229	1	51
230	0	22
231	0	201
232	1	9
233	4	32
234	9	347
235	58	2075
236	2	26
237	3	139
238	25	708
239	7	268
240	10	41
241	1	4
242	5	203
243	2	246
244	1	38
245	3	103
246	1	11
247	1	3
248	1	4
249	41	206
250	5	4
251	3	91
252	0	54
253	4	6
254	0	1
255	2	36
256	0	5
257	2	271
258	8	142
259	6	2
260	3	21
261	0	2
262	0	23
263	24	260
264	1	12
265	0	46
266	3	93
267	1	6
268	1	32
269	8	208
270	19	329
271	19	433
272	2	10
273	15	140
274	1	21
275	0	9
276	0	1
277	2	27
278	1	25
279	8	756
280	2	6
281	0	73
282	2	49
283	1	3
284	8	245
285	1	38
286	2	68
287	12	248
288	0	4
289	0	7
290	0	0
291	4	12
292	4	32
293	1	4
294	1	2
295	0	1
296	0	1
297	1	6
298	1	1
299	1	2
300	9	12
301	1	3
302	2	7
303	1	1
304	0	3
305	0	1
306	1	15
307	2	4
308	1	0
309	8	8
310	1	4
311	0	2
312	2	5
313	0	5
314	1	7
315	5	7
316	0	0
317	1	0
318	1	3
319	0	2
320	0	2
321	1	1
322	2	0
323	1	12
324	1	0
325	0	1
326	0	3
327	1	4
328	1	2
329	1	0
330	0	8
331	12	14
332	1	1
333	0	3
334	6	10
335	0	1
336	0	2
337	3	6
338	0	8
339	6	14
340	0	0
341	1	2
342	2	7
343	1	2
344	0	3
345	5	7
346	4	11
347	2	2
348	1	1
349	1	2
350	0	1
351	5	20
352	2	1
353	0	9
354	1	3
355	1	3
356	0	2
357	2	11
358	1	1
359	2	3
360	1	0
361	0	8
362	1	1
363	0	0
364	1	8
