29	81	18
199	92	158
275	158	19
199	81	92
275	19	276
158	277	19
174	44	23
14	114	284
79	23	18
29	113	137
274	79	187
174	23	79
271	186	5
272	30	50
272	271	5
274	273	79
50	30	174
174	79	273
63	127	180
268	63	269
120	68	42
52	61	7
267	127	268
264	52	7
180	179	63
189	180	127
266	61	189
90	171	138
90	176	55
266	189	267
61	52	171
84	63	179
84	269	63
84	4	270
84	179	4
120	185	68
4	68	185
44	120	113
5	30	272
44	5	120
271	270	186
120	5	186
44	30	5
61	171	189
152	106	169
37	152	169
70	121	106
121	72	106
68	179	72
289	37	47
140	189	171
90	55	171
180	169	179
55	47	140
37	169	48
140	180	189
48	169	180
176	90	291
171	55	140
176	290	55
176	291	290
140	47	48
55	290	289
37	289	288
47	55	289
37	70	152
37	288	287
286	121	287
126	121	286
114	285	284
126	286	285
81	199	18
285	114	126
284	283	14
44	113	29
113	126	137
29	14	86
137	114	14
23	29	18
23	44	29
86	92	29
92	149	158
278	149	279
278	158	149
149	92	280
86	14	282
280	86	281
29	92	81
86	280	92
279	149	280
237	236	93
