xBound yBound
12.7972789723871 45.8281957165043
12.8524253465893 45.8489381038634
12.9044719474126 45.8256980158466
12.9515018861619 45.8359755344456
12.98124960981 45.8259508064852
12.9879036481352 45.7989336424813
13.0006849527332 45.7596658118333
13.0252431264413 45.7212033759042
13.0527650942448 45.6879792352308
13.0890216075515 45.649041589029
13.0318151664876 45.6308583816745
12.9742261210304 45.6313152961719
12.9217515185712 45.6128517701045
12.8374036187019 45.5792435068768
12.7736240970159 45.5480290596835
12.7165292681581 45.5265553996497
12.6400069077529 45.5010318646162
12.5536989271967 45.4711013265174
12.4705928712441 45.4430066824989
12.4289190811012 45.42
12.41892 45.44426
12.45 45.47453
12.4902597925897 45.4778310403199
12.5243561142132 45.4745268929716
12.572083751158 45.5083486476199
12.6088292393311 45.5154578105864
12.6057404990232 45.5319028796988
12.5633818857945 45.5584003709284
12.5190158504397 45.5675905487055
12.4768029989073 45.5589361505377
12.4207932336793 45.54
12.3421831730539 45.4970796042762
12.3095666640494 45.4786268456209
12.280913 45.464272
12.29 45.4591611044418
12.3 45.4535367008342
12.3134 45.446
12.329 45.45
12.3405 45.4437
12.3477 45.4513
12.3439406080081 45.454
12.345 45.4635
12.3486575936116 45.4644449496017
12.3542693605373 45.4651948907185
12.355424258522 45.465410631154
12.3571663244489 45.4626248321331
12.3597536885337 45.4594008408562
12.3598850964055 45.4559870015326
12.3567089000698 45.4530441106822
12.3518230579077 45.4516454171356
12.348 45.451
12.3408 45.4435
12.35 45.439
12.354 45.438
12.362 45.441
12.3665 45.427
12.3805 45.429
12.3855108245103 45.4348414352358
12.4016588789888 45.43
12.3836489775364 45.4178513006051
12.3681555874692 45.4038606706316
12.3533191926574 45.3849588383783
12.3382007551561 45.364328856226
12.331 45.35
12.33 45.337
12.3105 45.3396590909091
12.3161 45.332
12.331 45.332
12.322895215 45.3264274265717
12.3179211480474 45.316843008057
12.3128944757837 45.3067285340309
12.3094959548687 45.2961502892406
12.3029477973595 45.2747903140134
12.30018 45.25
12.2995 45.255
12.3021133316347 45.282791085096
12.3084175597962 45.3043717050796
12.3120956953337 45.3120397852657
12.3174119267923 45.3217672998923
12.32117 45.33
12.31594 45.331
12.31 45.3397272727273
12.308 45.34
12.3302152072397 45.3628327732406
12.3432445442915 45.382674462892
12.3576629716183 45.4013150475151
12.3721046203387 45.4184321047278
12.38 45.427
12.367 45.425
12.363 45.4245
12.344 45.4342
12.333 45.428
12.317 45.431
12.312 45.431
12.304 45.43462
12.3084378226862 45.4388248854425
12.3124 45.4452
12.3 45.4523906352019
12.29 45.4581895345583
12.280237 45.463851
12.2640965302784 45.4602815877107
12.2447084009192 45.4507964456886
12.2412169727817 45.4358550302457
12.2373590929412 45.4098709750692
12.2041725852795 45.4076604679428
12.1908436388334 45.3795324388101
12.1506439873039 45.3772883245038
12.1735450914105 45.3674336451491
12.1922936884075 45.3266538186998
12.1638236929742 45.3132887748879
12.1481747533918 45.2837279375642
12.176844330319 45.2618251029411
12.2111784915322 45.2659011314667
12.2220774389763 45.2492933505843
12.2191670155387 45.21866746567
12.229854431564 45.1987241614453
12.26 45.19
12.275 45.225
12.305 45.232
12.31 45.16
12.3369424200489 45.1343224029273
12.3120824688841 45.1083316911089
12.2809778872487 45.1225500748311
12.2675982022253 45.1220175613575
12.2460694830298 45.112152219151
12.2213355352586 45.1050017788517
12.1924022694623 45.0978847930919
12.1669681291263 45.086781189375
12.1502695455294 45.0703968509683
12.1079916903501 45.0638562094091
12.0766508873176 45.0825145990951
12.0519893313813 45.1044767641557
12.036317984887 45.122535065729
12.0209437959527 45.1331903736144
12.0011349118543 45.1366592625365
11.9828420360861 45.1414208346801
11.9921185695517 45.1851043075113
12.018684067744 45.1928841212197
12.0455177258546 45.1995996911357
12.0700166669157 45.2058852777391
12.0995501941255 45.2072184682548
12.1364640874916 45.2016881194217
12.1665890052829 45.2115396681655
12.1315798685882 45.3108404608058
12.0697829721153 45.3240568962964
12.0254936515716 45.3307422937307
11.9922479762167 45.3784748321385
11.9937536417088 45.411479041763
12.0138767948166 45.4419289422863
11.9909554948836 45.4758147212784
12.0044757377288 45.5210786991943
12.0437700618933 45.560251002213
12.0814619607207 45.592893178086
12.1370061897824 45.6033808637021
12.1850191389699 45.5767180141583
12.2213666265345 45.5469843551069
12.2670476255091 45.5371883861364
12.3156025763319 45.5732715236552
12.35 45.59
12.440778100991 45.5633839247749
12.4312532969577 45.6121072401838
12.4666791592215 45.6428845844883
12.5020293243466 45.6749380054371
12.5469716048183 45.690436136657
12.6188389308127 45.6911087979218
12.6698479590501 45.7114746161705
12.6680599985714 45.7398251638917
12.6558736066666 45.7746696653159
12.7037921768603 45.8162810970971
12.757976195394 45.8421882265475
12.8027805053997 45.8327941216491
